,deck_list,player,url,deck_name
94,"8 Forest, 7 Plains, 4 Faerie Guidemother, 4 Giant Killer, 2 Glass Casket, 4 Shepherd of the Flock, 4 Edgewall Innkeeper, 4 Once Upon a Time, 2 Questing Beast, 2 Castle Ardenvale, 1 Flaxen Intruder, 4 Lovestruck Beast, 2 Conclave Tribunal, 4 Venerated Loxodon, 1 Knight of Autumn, 3 March of the Multitudes, 1 Trostani Discordant, 3 Flower-Flourish, 2 Devout Decree, 2 Veil of Summer, 2 Raise the Alarm, 4 Temple Garden, 2 Unbreakable Formation, 2 Gideon Blackblade, 1 God-Eternal Oketra, ",Jonathan_P,https://www.mtgtop8.com/event?e=23716&d=364617&f=ST,Selesnya_Adventure
95,"6 Mountain, 9 Swamp, 4 Blood Crypt, 4 Blacklance Paragon, 2 Epic Downfall, 2 Murderous Rider, 2 Bonecrusher Giant, 4 Embercleave, 4 Stormfist Crusader, 1 Castle Locthwain, 4 Tournament Grounds, 3 Embereth Shieldbreaker, 2 Rankle, Master of Pranks, 4 Fervent Champion, 3 Cavalier of Night, 4 Knight of the Ebon Legion, 2 Legion's End, 2 Noxious Grasp, 4 Rotting Regisaur, 4 Drill Bit, 4 Gutterbones, 1 Sorcerous Spyglass, ",Anders_Jones,https://www.mtgtop8.com/event?e=24108&d=368239&f=ST,Rakdos_Aggro
96,"16 Plains, 4 Loyal Pegasus, 4 Faerie Guidemother, 4 Giant Killer, 3 Glass Casket, 4 Hushbringer, 4 Heraldic Banner, 4 Castle Ardenvale, 1 Haazda Marshal, 4 Healer's Hawk, 4 Hunted Witness, 4 Venerated Loxodon, 3 Devout Decree, 4 Raise the Alarm, 4 Tithe Taker, 4 Unbreakable Formation, 4 Gideon's Sacrifice, ",Polgoal,https://www.mtgtop8.com/event?e=24107&d=368237&f=ST,Temur_Adventure
97,"16 Plains, 4 Loyal Pegasus, 4 Faerie Guidemother, 4 Giant Killer, 3 Glass Casket, 4 Hushbringer, 4 Heraldic Banner, 4 Castle Ardenvale, 1 Haazda Marshal, 4 Healer's Hawk, 4 Hunted Witness, 4 Venerated Loxodon, 3 Devout Decree, 4 Raise the Alarm, 4 Tithe Taker, 4 Unbreakable Formation, 4 Gideon's Sacrifice, ",Polgoal,https://www.mtgtop8.com/event?e=24240&d=369218&f=ST,Weenie_White_
100,"8 Forest, 8 Mountain, 4 Bonecrusher Giant, 3 Embercleave, 3 Redcap Melee, 4 Robber of the Rich, 3 Questing Beast, 3 Wildborn Preserver, 2 Castle Embereth, 3 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 3 Fry, 3 Skarrgan Hellkite, 3 Cindervines, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 2 Domri, Anarch of Bolas, 4 Domri's Ambush, ",Arin_Huffstetter,https://www.mtgtop8.com/event?e=23827&d=365667&f=ST,Gruul_Aggro
101,"5 Forest, 1 Island, 2 Swamp, 4 Breeding Pool, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 2 Questing Beast, 4 Trail of Crumbs, 4 Wicked Wolf, 4 Oko, Thief of Crowns, 3 Deathless Knight, 4 Witch's Oven, 2 Castle Locthwain, 2 Fabled Passage, 1 Assassin's Trophy, 4 Thief of Sanity, 2 Vraska, Golgari Queen, 3 Leyline of the Void, 2 Noxious Grasp, 2 Shifting Ceratops, 4 Overgrown Tomb, 4 Watery Grave, 1 Ugin, the Ineffable, 2 Massacre Girl, 2 Sorcerous Spyglass, ",Jason_Pitts,https://www.mtgtop8.com/event?e=23721&d=364650&f=ST,Sultai_Sacrifice
102,"2 Shock, 9 Island, 4 Mountain, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Bonecrusher Giant, 3 Scorching Dragonfire, 1 The Royal Scions, 2 Castle Vantress, 2 Fabled Passage, 3 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Disdainful Stroke, 3 Aether Gust, 4 Brineborn Cutthroat, 2 Spectral Sailor, 2 Flame Sweep, 3 Negate, 3 Quench, 2 Ral's Outburst, 2 Sorcerous Spyglass, ",Shane_Crewe-wyatt,https://www.mtgtop8.com/event?e=23884&d=366187&f=ST,Izzet_Flash
103,"10 Forest, 5 Island, 4 Breeding Pool, 4 Mystical Dispute, 2 Castle Garenbrig, 2 Castle Vantress, 4 Lovestruck Beast, 2 Quasiduplicate, 4 Aether Gust, 1 Agent of Treachery, 4 Cavalier of Thorns, 4 Leafkin Druid, 3 Shifting Ceratops, 4 Risen Reef, 1 End-Raze Forerunners, 4 Growth Spiral, 4 Hydroid Krasis, 4 Temple of Mystery, 2 Arboreal Grazer, 2 Finale of Devastation, 4 Nissa, Who Shakes the World, 1 Blast Zone, ",Collins_Mullen,https://www.mtgtop8.com/event?e=24032&d=367624&f=ST,Simic_Ramp_Elemental
104,"8 Forest, 6 Island, 4 Breeding Pool, 2 Mystical Dispute, 3 Gilded Goose, 2 Castle Garenbrig, 1 Castle Vantress, 3 Lovestruck Beast, 1 Quasiduplicate, 2 Disdainful Stroke, 2 Aether Gust, 2 Agent of Treachery, 4 Cavalier of Thorns, 4 Leafkin Druid, 2 Shifting Ceratops, 2 Voracious Hydra, 3 Risen Reef, 2 Negate, 2 Thrashing Brontodon, 1 End-Raze Forerunners, 4 Hydroid Krasis, 4 Temple of Mystery, 2 Finale of Devastation, 4 Nissa, Who Shakes the World, 4 Paradise Druid, 1 Return to Nature, ",Lewis_Tolonen,https://www.mtgtop8.com/event?e=23955&d=366943&f=ST,Simic_Ramp
105,"7 Forest, 1 Island, 2 Swamp, 4 Breeding Pool, 4 Gilded Goose, 4 Once Upon a Time, 4 Wicked Wolf, 4 Oko, Thief of Crowns, 2 Fabled Passage, 2 Disdainful Stroke, 1 Aether Gust, 4 Noxious Grasp, 4 Veil of Summer, 2 Vivien, Arkbow Ranger, 2 Negate, 4 Overgrown Tomb, 4 Watery Grave, 1 Thrashing Brontodon, 4 Hydroid Krasis, 2 Duress, 2 Massacre Girl, 4 Nissa, Who Shakes the World, 4 Paradise Druid, 3 Casualties of War, ",Trent_Clarke,https://www.mtgtop8.com/event?e=23704&d=364528&f=ST,Sultai_Food
106,"3 Planar Cleansing, 8 Island, 4 Plains, 4 Hallowed Fountain, 2 Giant Killer, 3 Glass Casket, 1 Realm-Cloaked Giant, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 3 Castle Vantress, 2 Fabled Passage, 2 Chemister's Insight, 4 Absorb, 4 Opt, 4 Tranquil Cove, 3 Devout Decree, 3 Aether Gust, 1 Mass Manipulation, 1 Finale of Revelation, 4 Dovin's Veto, 4 Teferi, Time Raveler, 2 Time Wipe, ",Aydrez,https://www.mtgtop8.com/event?e=23947&d=366883&f=ST,Azorius_Control
107,"2 Shock, 9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 2 Mystical Dispute, 4 Bonecrusher Giant, 2 Embercleave, 2 The Royal Scions, 2 Castle Vantress, 2 Fabled Passage, 4 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Disdainful Stroke, 2 Aether Gust, 4 Brineborn Cutthroat, 2 Flame Sweep, 2 Negate, 2 Quench, 2 Ral's Outburst, 1 Blast Zone, 2 Sorcerous Spyglass, ",Beedaawg,https://www.mtgtop8.com/event?e=23874&d=366099&f=ST,Izzet_Flash
108,"9 Island, 4 Mountain, 4 Brazen Borrower, 4 Gadwick, the Wizened, 4 Mystical Dispute, 4 Bonecrusher Giant, 1 Embercleave, 3 Scorching Dragonfire, 2 Castle Vantress, 2 Fabled Passage, 2 Lava Coil, 4 Ionize, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 1 Aether Gust, 4 Brineborn Cutthroat, 2 Chandra, Awakened Inferno, 3 Flame Sweep, 3 Negate, 3 Quench, 3 Ral's Outburst, 1 Blast Zone, ",Maximilian_Krebs,https://www.mtgtop8.com/event?e=23982&d=367127&f=ST,Izzet_Control
109,"6 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 4 Fae of Wishes, 2 Mystical Dispute, 4 Bonecrusher Giant, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 1 Once and Future, 4 Escape to the Wilds, 4 Lucky Clover, 4 Lovestruck Beast, 1 Lava Coil, 1 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 1 Chandra, Awakened Inferno, 1 Flame Sweep, 1 Negate, 1 Mass Manipulation, 2 Growth Spiral, 1 Fling, 3 Temple of Mystery, 1 Planewide Celebration, 2 Return to Nature, 1 Crushing Canopy, 1 Sorcerous Spyglass, ",Maesono_Kanta,https://www.mtgtop8.com/event?e=23968&d=367033&f=ST,Adventure
110,"10 Forest, 6 Island, 4 Breeding Pool, 3 Mystical Dispute, 2 Castle Garenbrig, 2 Castle Vantress, 2 Lovestruck Beast, 2 Quasiduplicate, 4 Aether Gust, 1 Agent of Treachery, 4 Cavalier of Thorns, 4 Leafkin Druid, 3 Shifting Ceratops, 1 Voracious Hydra, 4 Risen Reef, 1 End-Raze Forerunners, 4 Growth Spiral, 4 Hydroid Krasis, 4 Temple of Mystery, 2 Arboreal Grazer, 2 Finale of Devastation, 4 Nissa, Who Shakes the World, 2 Return to Nature, ",Justin_Kiser,https://www.mtgtop8.com/event?e=23997&d=367299&f=ST,Simic_Ramp
111,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 1 Epic Downfall, 2 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 2 Deathless Knight, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 4 Stomping Ground, 2 Noxious Grasp, 4 Overgrown Tomb, 2 Thrashing Brontodon, 4 Duress, 2 God-Eternal Bontu, 1 Massacre Girl, 3 Casualties of War, 4 Mayhem Devil, ",Koksal_Karakus,https://www.mtgtop8.com/event?e=24225&d=369065&f=ST,Jund_Sacrifice
112,"5 Forest, 1 Island, 3 Swamp, 4 Breeding Pool, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Once Upon a Time, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Oko, Thief of Crowns, 4 Witch's Oven, 2 Castle Locthwain, 1 Fabled Passage, 2 Lovestruck Beast, 3 Vraska, Golgari Queen, 2 Aether Gust, 2 Noxious Grasp, 4 Rotting Regisaur, 2 Veil of Summer, 1 Negate, 4 Overgrown Tomb, 4 Watery Grave, 1 Thrashing Brontodon, 2 Duress, 3 Massacre Girl, ",Chantelle_Campbell,https://www.mtgtop8.com/event?e=23753&d=364983&f=ST,Sultai_Oven
113,"20 Swamp, 3 Ayara, First of Locthwain, 4 Cauldron Familiar, 3 Murderous Rider, 3 Revenge of Ravens, 4 Witch's Oven, 3 Castle Locthwain, 4 Midnight Reaper, 2 Cavalier of Night, 3 Legion's End, 4 Noxious Grasp, 4 Yarok's Fenlurker, 3 Drill Bit, 4 Gutterbones, 2 Orzhov Enforcer, 4 Priest of Forgotten Gods, 3 Duress, 2 Massacre Girl, ",ERUERUFU,https://www.mtgtop8.com/event?e=23812&d=365512&f=ST,Mono_Black_Aggro
114,"7 Forest, 5 Swamp, 4 Foulmire Knight, 4 Murderous Rider, 2 Order of Midnight, 4 Edgewall Innkeeper, 4 Questing Beast, 1 Castle Locthwain, 2 Fabled Passage, 4 Lovestruck Beast, 2 Rankle, Master of Pranks, 2 Midnight Reaper, 2 Vraska, Golgari Queen, 1 Find-Finality, 4 Temple of Malady, 3 Legion's End, 2 Noxious Grasp, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Duress, 2 Liliana, Dreadhorde General, 2 Massacre Girl, 1 Nissa, Who Shakes the World, 4 Paradise Druid, 2 Casualties of War, 2 Disfigure, ",Slashora,https://www.mtgtop8.com/event?e=24042&d=367734&f=ST,G-b_Adventure
115,"1 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 3 Mystical Dispute, 2 Bonecrusher Giant, 1 Castle Vantress, 2 Fabled Passage, 2 Lovestruck Beast, 4 Chemister's Insight, 2 Sinister Sabotage, 2 Niv-Mizzet, Parun, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 3 Temple of Epiphany, 2 Aether Gust, 3 Flame Sweep, 3 Fry, 3 Nightpack Ambusher, 1 Shifting Ceratops, 3 Negate, 4 Wilderness Reclamation, 4 Growth Spiral, 2 Temple of Mystery, ",Martin_Williamsson,https://www.mtgtop8.com/event?e=23945&d=366859&f=ST,Temur_Reclamation
116,"10 Forest, 5 Island, 4 Breeding Pool, 3 Mystical Dispute, 2 Castle Garenbrig, 2 Castle Vantress, 3 Lovestruck Beast, 2 Quasiduplicate, 3 Aether Gust, 1 Agent of Treachery, 4 Cavalier of Thorns, 4 Leafkin Druid, 3 Shifting Ceratops, 4 Risen Reef, 1 End-Raze Forerunners, 4 Growth Spiral, 4 Hydroid Krasis, 4 Temple of Mystery, 2 Arboreal Grazer, 2 Finale of Devastation, 4 Nissa, Who Shakes the World, 3 Return to Nature, 1 Blast Zone, ",Gregory_Fenn,https://www.mtgtop8.com/event?e=24177&d=368755&f=ST,Simic_Ramp_Elemental
117,"6 Forest, 1 Island, 2 Swamp, 4 Breeding Pool, 1 Murderous Rider, 4 Gilded Goose, 4 Once Upon a Time, 4 Wicked Wolf, 4 Oko, Thief of Crowns, 3 Fabled Passage, 1 Ritual of Soot, 2 Vraska, Golgari Queen, 1 Temple of Malady, 2 Aether Gust, 4 Noxious Grasp, 2 Veil of Summer, 2 Negate, 4 Overgrown Tomb, 4 Watery Grave, 2 Thrashing Brontodon, 4 Hydroid Krasis, 2 Duress, 1 Liliana, Dreadhorde General, 1 Massacre Girl, 3 Nissa, Who Shakes the World, 4 Paradise Druid, 2 Casualties of War, 1 Tamiyo, Collector of Tales, ",O_danielakos,https://www.mtgtop8.com/event?e=23772&d=365160&f=ST,Sultai_Control
118,"8 Forest, 5 Swamp, 3 Cauldron Familiar, 4 Murderous Rider, 4 Feasting Troll King, 4 Gilded Goose, 4 Trail of Crumbs, 4 Wicked Wolf, 2 Deathless Knight, 4 Witch's Oven, 3 Castle Garenbrig, 2 Ritual of Soot, 4 Temple of Malady, 4 Rotting Regisaur, 4 Overgrown Tomb, 2 Thrashing Brontodon, 2 Duress, 2 Massacre Girl, 4 Paradise Druid, 2 Return to Nature, 4 Casualties of War, ",Dylan_Hanrahan,https://www.mtgtop8.com/event?e=23955&d=366939&f=ST,Golgari_Aggro
119,"6 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 4 Fae of Wishes, 4 Bonecrusher Giant, 1 Embercleave, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 2 The Great Henge, 1 Once and Future, 4 Escape to the Wilds, 4 Lucky Clover, 4 Lovestruck Beast, 1 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 3 Aether Gust, 1 Chandra, Awakened Inferno, 1 Flame Sweep, 1 Pulse of Murasa, 1 Mass Manipulation, 1 Incubation-Incongruity, 1 Fling, 4 Temple of Mystery, 1 Return to Nature, 1 Sorcerous Spyglass, ",Lee_Mcleod,https://www.mtgtop8.com/event?e=23827&d=365672&f=ST,Sultai_Emry
120,"6 Forest, 2 Island, 2 Mountain, 4 Breeding Pool, 4 Brazen Borrower, 4 Fae of Wishes, 4 Bonecrusher Giant, 1 Embercleave, 4 Beanstalk Giant, 4 Edgewall Innkeeper, 2 The Great Henge, 1 Once and Future, 4 Escape to the Wilds, 4 Lucky Clover, 4 Lovestruck Beast, 1 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 1 Temple of Epiphany, 3 Aether Gust, 1 Chandra, Awakened Inferno, 1 Flame Sweep, 1 Pulse of Murasa, 1 Mass Manipulation, 1 Incubation-Incongruity, 1 Fling, 4 Temple of Mystery, 1 Return to Nature, 1 Sorcerous Spyglass, ",Lee_Mcleod,https://www.mtgtop8.com/event?e=24177&d=368759&f=ST,Adventure
123,"4 Shock, 8 Island, 4 Mountain, 4 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 1 Embercleave, 4 Irencrag Pyromancer, 4 Scorching Dragonfire, 4 Thrill of Possibility, 4 Improbable Alliance, 3 The Royal Scions, 1 Castle Embereth, 2 Castle Vantress, 2 Chemister's Insight, 4 Lava Coil, 4 Steam Vents, 4 Opt, 4 Temple of Epiphany, 3 Flame Sweep, 2 Negate, 2 Sorcerous Spyglass, ",Rhyan_Jacobz,https://www.mtgtop8.com/event?e=24214&d=368961&f=ST,Ur_Spells
124,"10 Forest, 4 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 3 Wicked Wolf, 4 Witch's Oven, 1 Castle Locthwain, 2 Fabled Passage, 1 Garruk, Cursed Huntsman, 4 Lovestruck Beast, 4 Midnight Reaper, 3 Ritual of Soot, 1 Vraska, Golgari Queen, 4 Overgrown Tomb, 2 Thrashing Brontodon, 4 Duress, 2 Massacre Girl, 3 Casualties of War, 4 Mayhem Devil, ",daiho2000,https://www.mtgtop8.com/event?e=24131&d=368427&f=ST,Golgari_Aggro
125,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 2 Epic Downfall, 3 Murderous Rider, 3 Beanstalk Giant, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 1 Assassin's Trophy, 4 Stomping Ground, 1 Legion's End, 1 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 2 Duress, 2 Massacre Girl, 4 Casualties of War, 4 Mayhem Devil, ",Mason_Clark,https://www.mtgtop8.com/event?e=24225&d=369064&f=ST,Jund_Sacrifice
126,"11 Forest, 6 Swamp, 3 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 2 The Great Henge, 4 Trail of Crumbs, 4 Wicked Wolf, 1 Wildborn Preserver, 1 Deathless Knight, 4 Witch's Oven, 1 Castle Locthwain, 3 Fabled Passage, 3 Midnight Reaper, 1 Vraska, Golgari Queen, 3 Leyline of the Void, 4 Overgrown Tomb, 3 Duress, 3 Massacre Girl, 4 Paradise Druid, 3 Return to Nature, 3 Casualties of War, ",Reclamation,https://www.mtgtop8.com/event?e=23947&d=366884&f=ST,Cat_Henge
127,"1 Disenchant, 2 Island, 2 Mountain, 1 Plains, 4 Hallowed Fountain, 4 Mystical Dispute, 2 Bonecrusher Giant, 4 Fires of Invention, 3 Castle Vantress, 3 Fabled Passage, 3 Kenrith, the Returned King, 2 Lava Coil, 4 Deafening Clarion, 3 Justice Strike, 4 Steam Vents, 3 Temple of Epiphany, 4 Aether Gust, 3 Cavalier of Gales, 4 Cavalier of Flame, 2 Sacred Foundry, 4 Tithe Taker, 2 Shimmer of Possibility, 4 Sphinx of Foresight, 3 Temple of Triumph, 4 Teferi, Time Raveler, ",Drew_Christensen,https://www.mtgtop8.com/event?e=24108&d=368244&f=ST,Fires_of_Invention
128,"5 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 2 Lovestruck Beast, 2 Korvold, Fae-Cursed King, 2 Assassin's Trophy, 2 Vraska, Golgari Queen, 4 Stomping Ground, 2 Legion's End, 4 Noxious Grasp, 4 Overgrown Tomb, 3 Thrashing Brontodon, 4 Duress, 2 Massacre Girl, 2 Casualties of War, 4 Mayhem Devil, ",TopGrinder,https://www.mtgtop8.com/event?e=24240&d=369213&f=ST,Jund_Sacrifice
129,"4 Forest, 1 Mountain, 2 Swamp, 4 Blood Crypt, 4 Cauldron Familiar, 3 Murderous Rider, 4 Gilded Goose, 4 Trail of Crumbs, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 2 Lovestruck Beast, 3 Korvold, Fae-Cursed King, 3 Midnight Reaper, 2 Vraska, Golgari Queen, 4 Stomping Ground, 1 Temple of Malady, 3 Noxious Grasp, 4 Overgrown Tomb, 4 Duress, 3 Massacre Girl, 4 Paradise Druid, 2 Return to Nature, 1 Casualties of War, 4 Mayhem Devil, ",Matt_Foreman,https://www.mtgtop8.com/event?e=24055&d=367892&f=ST,Jund_Sacrifice
130,"9 Forest, 7 Mountain, 4 Bonecrusher Giant, 4 Embercleave, 4 Rimrock Knight, 4 Edgewall Innkeeper, 4 Questing Beast, 2 Castle Embereth, 2 Fabled Passage, 4 Embereth Shieldbreaker, 4 Lovestruck Beast, 4 Pelt Collector, 4 Stomping Ground, 4 Shifting Ceratops, 2 Thrashing Brontodon, 1 Skarrgan Hellkite, 2 Cindervines, 3 Gruul Spellbreaker, 3 Paradise Druid, 4 Domri's Ambush, ",Earl_Marchant,https://www.mtgtop8.com/event?e=24177&d=368760&f=ST,Gruul_Aggro
131,"9 Forest, 7 Plains, 4 Faerie Guidemother, 4 Giant Killer, 4 Edgewall Innkeeper, 2 Questing Beast, 2 Castle Ardenvale, 2 Flaxen Intruder, 4 Lovestruck Beast, 4 Conclave Tribunal, 2 Divine Visitation, 4 Venerated Loxodon, 2 Kraul Harpooner, 2 Knight of Autumn, 4 March of the Multitudes, 2 Flower-Flourish, 2 Devout Decree, 3 Veil of Summer, 2 Voracious Hydra, 4 Raise the Alarm, 4 Temple Garden, 2 Nissa, Who Shakes the World, ",Shimokawabe_Akinari,https://www.mtgtop8.com/event?e=23749&d=364936&f=ST,Selesnya_Aggro
132,"2 Shock, 10 Forest, 8 Mountain, 3 Bonecrusher Giant, 3 Embercleave, 2 Redcap Melee, 2 Once Upon a Time, 2 Questing Beast, 4 Kraul Harpooner, 4 Pelt Collector, 4 Stomping Ground, 1 Rugged Highlands, 2 Flame Sweep, 2 Shifting Ceratops, 4 Veil of Summer, 2 Thrashing Brontodon, 3 Skarrgan Hellkite, 4 Gruul Spellbreaker, 4 Zhur-Taa Goblin, 3 Collision-Colossus, 3 Paradise Druid, 3 Return to Nature, ",Serputko_Vyacheslav,https://www.mtgtop8.com/event?e=23734&d=364790&f=ST,Gruul_Aggro
133,"10 Forest, 6 Swamp, 3 Cauldron Familiar, 4 Murderous Rider, 4 Gilded Goose, 1 Once and Future, 4 Trail of Crumbs, 2 Wicked Wolf, 4 Witch's Oven, 2 Castle Locthwain, 3 Fabled Passage, 3 Lovestruck Beast, 2 Ritual of Soot, 2 Vraska, Golgari Queen, 3 Shifting Ceratops, 4 Overgrown Tomb, 2 Thrashing Brontodon, 3 Drill Bit, 3 Massacre Girl, 4 Paradise Druid, 2 Return to Nature, 4 Casualties of War, ",Kat_Light,https://www.mtgtop8.com/event?e=23942&d=366802&f=ST,Golgari_Sacrifice
134,"1 Planar Cleansing, 7 Island, 5 Plains, 4 Hallowed Fountain, 3 Brazen Borrower, 3 Gadwick, the Wizened, 4 Mystical Dispute, 2 Castle Ardenvale, 2 Castle Vantress, 1 Fabled Passage, 3 Chemister's Insight, 4 Absorb, 4 Tranquil Cove, 2 Apostle of Purifying Light, 2 Devout Decree, 4 Aether Gust, 1 Agent of Treachery, 2 Essence Capture, 1 Mass Manipulation, 2 Deputy of Detention, 1 Finale of Glory, 3 Prison Realm, 1 Finale of Revelation, 3 Dovin's Veto, 4 Teferi, Time Raveler, 4 Time Wipe, 2 Blast Zone, ",Ryan_Tobin,https://www.mtgtop8.com/event?e=23884&d=366186&f=ST,Azorius_Control
135,"21 Swamp, 3 Ayara, First of Locthwain, 4 Blacklance Paragon, 4 Cauldron Familiar, 4 Foulmire Knight, 1 Murderous Rider, 3 Witch's Vengeance, 4 Witch's Oven, 1 Castle Locthwain, 4 Midnight Reaper, 3 Rotting Regisaur, 4 Yarok's Fenlurker, 3 Scrabbling Claws, 4 Duress, 2 Bolas's Citadel, 3 Davriel, Rogue Shadowmage, 2 The Elderspell, 3 Liliana's Triumph, 2 Disfigure, ",Savin_Victor,https://www.mtgtop8.com/event?e=23734&d=364783&f=ST,Mono-blac_Aggro
136,"6 Forest, 2 Island, 2 Swamp, 4 Breeding Pool, 4 Gilded Goose, 4 Once Upon a Time, 2 Questing Beast, 4 Wicked Wolf, 4 Oko, Thief of Crowns, 2 Fabled Passage, 1 Garruk, Cursed Huntsman, 1 Assassin's Trophy, 2 Vraska, Golgari Queen, 2 Legion's End, 3 Noxious Grasp, 3 Veil of Summer, 2 Negate, 4 Overgrown Tomb, 4 Watery Grave, 2 Thrashing Brontodon, 4 Hydroid Krasis, 1 Liliana, Dreadhorde General, 2 Massacre Girl, 4 Nissa, Who Shakes the World, 4 Paradise Druid, 2 Tamiyo, Collector of Tales, ",Keno_Bulk,https://www.mtgtop8.com/event?e=23838&d=365752&f=ST,Sultai_Control
137,"8 Forest, 3 Island, 2 Swamp, 4 Breeding Pool, 3 Mystical Dispute, 2 Epic Downfall, 3 Gilded Goose, 3 Circuitous Route, 1 Assassin's Trophy, 2 Temple of Malady, 4 Noxious Grasp, 4 Cavalier of Thorns, 3 Shifting Ceratops, 2 Voracious Hydra, 4 Overgrown Tomb, 4 Watery Grave, 4 Growth Spiral, 4 Hydroid Krasis, 1 Temple of Mystery, 2 Duress, 4 Arboreal Grazer, 4 Nissa, Who Shakes the World, 4 Casualties of War, ",VTCLA,https://www.mtgtop8.com/event?e=24012&d=367415&f=ST,Sultai_Control
138,"5 Forest, 2 Island, 2 Swamp, 4 Breeding Pool, 2 Murderous Rider, 4 Gilded Goose, 2 Assassin's Trophy, 2 Find-Finality, 1 Temple of Malady, 2 Aether Gust, 2 Brineborn Cutthroat, 2 Noxious Grasp, 4 Nightpack Ambusher, 2 Shifting Ceratops, 3 Veil of Summer, 2 Negate, 4 Overgrown Tomb, 4 Watery Grave, 2 Thrashing Brontodon, 2 Quench, 4 Growth Spiral, 4 Frilled Mystic, 4 Hydroid Krasis, 3 Temple of Mystery, 4 Duress, 3 Nissa, Who Shakes the World, ",Rémi_D'emmerez,https://www.mtgtop8.com/event?e=23754&d=364990&f=ST,Sultai_Oko-less
139,"4 Shock, 18 Mountain, 4 Bonecrusher Giant, 2 Claim the Firstborn, 1 Redcap Melee, 4 Rimrock Knight, 2 Slaying Fire, 4 Castle Embereth, 3 Embereth Shieldbreaker, 4 Fervent Champion, 3 Torbran, Thane of Red Fell, 3 Experimental Frenzy, 2 Lava Coil, 4 Runaway Steam-Kin, 1 Chandra's Pyrohelix, 1 Chandra, Acolyte of Flame, 1 Fry, 4 Scorch Spitter, 4 Light Up the Stage, 4 Footlight Fiend, 2 Tibalt, Rakish Instigator, ",Antti_Malin,https://www.mtgtop8.com/event?e=23996&d=367288&f=ST,RDW
140,"3 Forest, 1 Island, 1 Mountain, 4 Breeding Pool, 1 Brazen Borrower, 4 Bonecrusher Giant, 3 Scorching Dragonfire, 2 Escape to the Wilds, 2 Castle Vantress, 2 Fabled Passage, 4 Lovestruck Beast, 3 Chemister's Insight, 4 Expansion-Explosion, 4 Steam Vents, 4 Stomping Ground, 4 Opt, 2 Temple of Epiphany, 4 Flame Sweep, 4 Nightpack Ambusher, 4 Negate, 4 Wilderness Reclamation, 4 Cindervines, 4 Growth Spiral, 3 Temple of Mystery, ",dominizzi,,
